date,latitude,longitude,sunrise_utc,sunset_utc,sunrise_ist,sunset_ist,day_length_seconds,fetched_at_ist
2023-05-31,19.076,72.8777,2023-05-31T00:29:07+00:00,2023-05-31T13:43:07+00:00,2023-05-31T05:59:07+05:30,2023-05-31T19:13:07+05:30,47640,2026-03-04T01:54:02.873879+05:30
2023-06-01,19.076,72.8777,2023-06-01T00:29:02+00:00,2023-06-01T13:43:30+00:00,2023-06-01T05:59:02+05:30,2023-06-01T19:13:30+05:30,47668,2026-03-04T01:54:03.326007+05:30
2023-06-02,19.076,72.8777,2023-06-02T00:28:58+00:00,2023-06-02T13:43:53+00:00,2023-06-02T05:58:58+05:30,2023-06-02T19:13:53+05:30,47695,2026-03-04T01:54:03.729490+05:30
2023-06-03,19.076,72.8777,2023-06-03T00:28:55+00:00,2023-06-03T13:44:15+00:00,2023-06-03T05:58:55+05:30,2023-06-03T19:14:15+05:30,47720,2026-03-04T01:54:04.133644+05:30
2023-06-04,19.076,72.8777,2023-06-04T00:28:53+00:00,2023-06-04T13:44:37+00:00,2023-06-04T05:58:53+05:30,2023-06-04T19:14:37+05:30,47744,2026-03-04T01:54:05.081192+05:30
2023-06-05,19.076,72.8777,2023-06-05T00:28:52+00:00,2023-06-05T13:44:59+00:00,2023-06-05T05:58:52+05:30,2023-06-05T19:14:59+05:30,47767,2026-03-04T01:54:05.492791+05:30
2023-06-06,19.076,72.8777,2023-06-06T00:28:51+00:00,2023-06-06T13:45:21+00:00,2023-06-06T05:58:51+05:30,2023-06-06T19:15:21+05:30,47790,2026-03-04T01:54:05.905312+05:30
2023-06-07,19.076,72.8777,2023-06-07T00:28:52+00:00,2023-06-07T13:45:42+00:00,2023-06-07T05:58:52+05:30,2023-06-07T19:15:42+05:30,47810,2026-03-04T01:54:06.356487+05:30
2023-06-08,19.076,72.8777,2023-06-08T00:28:54+00:00,2023-06-08T13:46:03+00:00,2023-06-08T05:58:54+05:30,2023-06-08T19:16:03+05:30,47829,2026-03-04T01:54:06.762063+05:30
2023-06-09,19.076,72.8777,2023-06-09T00:28:57+00:00,2023-06-09T13:46:23+00:00,2023-06-09T05:58:57+05:30,2023-06-09T19:16:23+05:30,47846,2026-03-04T01:54:07.166883+05:30
2023-06-10,19.076,72.8777,2023-06-10T00:29:00+00:00,2023-06-10T13:46:43+00:00,2023-06-10T05:59:00+05:30,2023-06-10T19:16:43+05:30,47863,2026-03-04T01:54:07.583072+05:30
2023-06-11,19.076,72.8777,2023-06-11T00:29:05+00:00,2023-06-11T13:47:03+00:00,2023-06-11T05:59:05+05:30,2023-06-11T19:17:03+05:30,47878,2026-03-04T01:54:07.995144+05:30
2023-06-12,19.076,72.8777,2023-06-12T00:29:10+00:00,2023-06-12T13:47:22+00:00,2023-06-12T05:59:10+05:30,2023-06-12T19:17:22+05:30,47892,2026-03-04T01:54:08.420562+05:30
2023-06-13,19.076,72.8777,2023-06-13T00:29:16+00:00,2023-06-13T13:47:41+00:00,2023-06-13T05:59:16+05:30,2023-06-13T19:17:41+05:30,47905,2026-03-04T01:54:08.836841+05:30
2023-06-14,19.076,72.8777,2023-06-14T00:29:24+00:00,2023-06-14T13:47:59+00:00,2023-06-14T05:59:24+05:30,2023-06-14T19:17:59+05:30,47915,2026-03-04T01:54:09.245461+05:30
2023-06-15,19.076,72.8777,2023-06-15T00:29:32+00:00,2023-06-15T13:48:16+00:00,2023-06-15T05:59:32+05:30,2023-06-15T19:18:16+05:30,47924,2026-03-04T01:54:09.650602+05:30
2023-06-16,19.076,72.8777,2023-06-16T00:29:40+00:00,2023-06-16T13:48:33+00:00,2023-06-16T05:59:40+05:30,2023-06-16T19:18:33+05:30,47933,2026-03-04T01:54:10.069449+05:30
2023-06-17,19.076,72.8777,2023-06-17T00:29:50+00:00,2023-06-17T13:48:50+00:00,2023-06-17T05:59:50+05:30,2023-06-17T19:18:50+05:30,47940,2026-03-04T01:54:10.480971+05:30
2023-06-18,19.076,72.8777,2023-06-18T00:30:00+00:00,2023-06-18T13:49:05+00:00,2023-06-18T06:00:00+05:30,2023-06-18T19:19:05+05:30,47945,2026-03-04T01:54:10.895011+05:30
2023-06-19,19.076,72.8777,2023-06-19T00:30:11+00:00,2023-06-19T13:49:20+00:00,2023-06-19T06:00:11+05:30,2023-06-19T19:19:20+05:30,47949,2026-03-04T01:54:11.305241+05:30
2023-06-20,19.076,72.8777,2023-06-20T00:30:23+00:00,2023-06-20T13:49:35+00:00,2023-06-20T06:00:23+05:30,2023-06-20T19:19:35+05:30,47952,2026-03-04T01:54:11.706381+05:30
2023-06-21,19.076,72.8777,2023-06-21T00:30:36+00:00,2023-06-21T13:49:48+00:00,2023-06-21T06:00:36+05:30,2023-06-21T19:19:48+05:30,47952,2026-03-04T01:54:12.112511+05:30
2023-06-22,19.076,72.8777,2023-06-22T00:30:49+00:00,2023-06-22T13:50:01+00:00,2023-06-22T06:00:49+05:30,2023-06-22T19:20:01+05:30,47952,2026-03-04T01:54:12.516305+05:30
2023-06-23,19.076,72.8777,2023-06-23T00:31:03+00:00,2023-06-23T13:50:13+00:00,2023-06-23T06:01:03+05:30,2023-06-23T19:20:13+05:30,47950,2026-03-04T01:54:12.917619+05:30
2023-06-24,19.076,72.8777,2023-06-24T00:31:17+00:00,2023-06-24T13:50:25+00:00,2023-06-24T06:01:17+05:30,2023-06-24T19:20:25+05:30,47948,2026-03-04T01:54:13.322069+05:30
2023-06-25,19.076,72.8777,2023-06-25T00:31:32+00:00,2023-06-25T13:50:35+00:00,2023-06-25T06:01:32+05:30,2023-06-25T19:20:35+05:30,47943,2026-03-04T01:54:13.728100+05:30
2023-06-26,19.076,72.8777,2023-06-26T00:31:48+00:00,2023-06-26T13:50:45+00:00,2023-06-26T06:01:48+05:30,2023-06-26T19:20:45+05:30,47937,2026-03-04T01:54:14.135234+05:30
2023-06-27,19.076,72.8777,2023-06-27T00:32:04+00:00,2023-06-27T13:50:54+00:00,2023-06-27T06:02:04+05:30,2023-06-27T19:20:54+05:30,47930,2026-03-04T01:54:14.544438+05:30
2023-06-28,19.076,72.8777,2023-06-28T00:32:21+00:00,2023-06-28T13:51:02+00:00,2023-06-28T06:02:21+05:30,2023-06-28T19:21:02+05:30,47921,2026-03-04T01:54:14.953990+05:30
2023-06-29,19.076,72.8777,2023-06-29T00:32:38+00:00,2023-06-29T13:51:09+00:00,2023-06-29T06:02:38+05:30,2023-06-29T19:21:09+05:30,47911,2026-03-04T01:54:15.362308+05:30
2023-06-30,19.076,72.8777,2023-06-30T00:32:56+00:00,2023-06-30T13:51:16+00:00,2023-06-30T06:02:56+05:30,2023-06-30T19:21:16+05:30,47900,2026-03-04T01:54:15.771271+05:30
2023-07-01,19.076,72.8777,2023-07-01T00:33:14+00:00,2023-07-01T13:51:21+00:00,2023-07-01T06:03:14+05:30,2023-07-01T19:21:21+05:30,47887,2026-03-04T01:54:16.224792+05:30
2023-07-02,19.076,72.8777,2023-07-02T00:33:33+00:00,2023-07-02T13:51:26+00:00,2023-07-02T06:03:33+05:30,2023-07-02T19:21:26+05:30,47873,2026-03-04T01:54:16.649175+05:30
2023-07-03,19.076,72.8777,2023-07-03T00:33:52+00:00,2023-07-03T13:51:29+00:00,2023-07-03T06:03:52+05:30,2023-07-03T19:21:29+05:30,47857,2026-03-04T01:54:17.064353+05:30
2023-07-04,19.076,72.8777,2023-07-04T00:34:11+00:00,2023-07-04T13:51:32+00:00,2023-07-04T06:04:11+05:30,2023-07-04T19:21:32+05:30,47841,2026-03-04T01:54:17.477264+05:30
2023-07-05,19.076,72.8777,2023-07-05T00:34:31+00:00,2023-07-05T13:51:33+00:00,2023-07-05T06:04:31+05:30,2023-07-05T19:21:33+05:30,47822,2026-03-04T01:54:17.885607+05:30
2023-07-06,19.076,72.8777,2023-07-06T00:34:51+00:00,2023-07-06T13:51:34+00:00,2023-07-06T06:04:51+05:30,2023-07-06T19:21:34+05:30,47803,2026-03-04T01:54:18.306724+05:30
2023-07-07,19.076,72.8777,2023-07-07T00:35:11+00:00,2023-07-07T13:51:33+00:00,2023-07-07T06:05:11+05:30,2023-07-07T19:21:33+05:30,47782,2026-03-04T01:54:18.717430+05:30
2023-07-08,19.076,72.8777,2023-07-08T00:35:32+00:00,2023-07-08T13:51:32+00:00,2023-07-08T06:05:32+05:30,2023-07-08T19:21:32+05:30,47760,2026-03-04T01:54:19.118839+05:30
2023-07-09,19.076,72.8777,2023-07-09T00:35:52+00:00,2023-07-09T13:51:29+00:00,2023-07-09T06:05:52+05:30,2023-07-09T19:21:29+05:30,47737,2026-03-04T01:54:19.521243+05:30
2023-07-10,19.076,72.8777,2023-07-10T00:36:13+00:00,2023-07-10T13:51:26+00:00,2023-07-10T06:06:13+05:30,2023-07-10T19:21:26+05:30,47713,2026-03-04T01:54:19.959680+05:30
2023-07-11,19.076,72.8777,2023-07-11T00:36:35+00:00,2023-07-11T13:51:21+00:00,2023-07-11T06:06:35+05:30,2023-07-11T19:21:21+05:30,47686,2026-03-04T01:54:20.384808+05:30
2023-07-12,19.076,72.8777,2023-07-12T00:36:56+00:00,2023-07-12T13:51:16+00:00,2023-07-12T06:06:56+05:30,2023-07-12T19:21:16+05:30,47660,2026-03-04T01:54:20.794532+05:30
2023-07-13,19.076,72.8777,2023-07-13T00:37:18+00:00,2023-07-13T13:51:09+00:00,2023-07-13T06:07:18+05:30,2023-07-13T19:21:09+05:30,47631,2026-03-04T01:54:21.206874+05:30
2023-07-14,19.076,72.8777,2023-07-14T00:37:39+00:00,2023-07-14T13:51:01+00:00,2023-07-14T06:07:39+05:30,2023-07-14T19:21:01+05:30,47602,2026-03-04T01:54:21.617737+05:30
2023-07-15,19.076,72.8777,2023-07-15T00:38:01+00:00,2023-07-15T13:50:53+00:00,2023-07-15T06:08:01+05:30,2023-07-15T19:20:53+05:30,47572,2026-03-04T01:54:22.026597+05:30
2023-07-16,19.076,72.8777,2023-07-16T00:38:23+00:00,2023-07-16T13:50:43+00:00,2023-07-16T06:08:23+05:30,2023-07-16T19:20:43+05:30,47540,2026-03-04T01:54:22.433972+05:30
2023-07-17,19.076,72.8777,2023-07-17T00:38:45+00:00,2023-07-17T13:50:32+00:00,2023-07-17T06:08:45+05:30,2023-07-17T19:20:32+05:30,47507,2026-03-04T01:54:22.838375+05:30
2023-07-18,19.076,72.8777,2023-07-18T00:39:06+00:00,2023-07-18T13:50:20+00:00,2023-07-18T06:09:06+05:30,2023-07-18T19:20:20+05:30,47474,2026-03-04T01:54:23.242336+05:30
2023-07-19,19.076,72.8777,2023-07-19T00:39:28+00:00,2023-07-19T13:50:07+00:00,2023-07-19T06:09:28+05:30,2023-07-19T19:20:07+05:30,47439,2026-03-04T01:54:23.649532+05:30
2023-07-20,19.076,72.8777,2023-07-20T00:39:50+00:00,2023-07-20T13:49:53+00:00,2023-07-20T06:09:50+05:30,2023-07-20T19:19:53+05:30,47403,2026-03-04T01:54:24.063600+05:30
2023-07-21,19.076,72.8777,2023-07-21T00:40:12+00:00,2023-07-21T13:49:37+00:00,2023-07-21T06:10:12+05:30,2023-07-21T19:19:37+05:30,47365,2026-03-04T01:54:24.473898+05:30
2023-07-22,19.076,72.8777,2023-07-22T00:40:34+00:00,2023-07-22T13:49:21+00:00,2023-07-22T06:10:34+05:30,2023-07-22T19:19:21+05:30,47327,2026-03-04T01:54:24.883767+05:30
2023-07-23,19.076,72.8777,2023-07-23T00:40:55+00:00,2023-07-23T13:49:04+00:00,2023-07-23T06:10:55+05:30,2023-07-23T19:19:04+05:30,47289,2026-03-04T01:54:25.293982+05:30
2023-07-24,19.076,72.8777,2023-07-24T00:41:17+00:00,2023-07-24T13:48:45+00:00,2023-07-24T06:11:17+05:30,2023-07-24T19:18:45+05:30,47248,2026-03-04T01:54:25.736912+05:30
2023-07-25,19.076,72.8777,2023-07-25T00:41:38+00:00,2023-07-25T13:48:26+00:00,2023-07-25T06:11:38+05:30,2023-07-25T19:18:26+05:30,47208,2026-03-04T01:54:26.149189+05:30
2023-07-26,19.076,72.8777,2023-07-26T00:42:00+00:00,2023-07-26T13:48:05+00:00,2023-07-26T06:12:00+05:30,2023-07-26T19:18:05+05:30,47165,2026-03-04T01:54:26.553115+05:30
2023-07-27,19.076,72.8777,2023-07-27T00:42:21+00:00,2023-07-27T13:47:44+00:00,2023-07-27T06:12:21+05:30,2023-07-27T19:17:44+05:30,47123,2026-03-04T01:54:26.963639+05:30
2023-07-28,19.076,72.8777,2023-07-28T00:42:42+00:00,2023-07-28T13:47:21+00:00,2023-07-28T06:12:42+05:30,2023-07-28T19:17:21+05:30,47079,2026-03-04T01:54:27.373471+05:30
2023-07-29,19.076,72.8777,2023-07-29T00:43:03+00:00,2023-07-29T13:46:57+00:00,2023-07-29T06:13:03+05:30,2023-07-29T19:16:57+05:30,47034,2026-03-04T01:54:27.786327+05:30
2023-07-30,19.076,72.8777,2023-07-30T00:43:23+00:00,2023-07-30T13:46:33+00:00,2023-07-30T06:13:23+05:30,2023-07-30T19:16:33+05:30,46990,2026-03-04T01:54:28.200638+05:30
2023-07-31,19.076,72.8777,2023-07-31T00:43:44+00:00,2023-07-31T13:46:07+00:00,2023-07-31T06:13:44+05:30,2023-07-31T19:16:07+05:30,46943,2026-03-04T01:54:28.983402+05:30
2023-08-01,19.076,72.8777,2023-08-01T00:44:04+00:00,2023-08-01T13:45:40+00:00,2023-08-01T06:14:04+05:30,2023-08-01T19:15:40+05:30,46896,2026-03-04T01:54:29.394727+05:30
2023-08-02,19.076,72.8777,2023-08-02T00:44:24+00:00,2023-08-02T13:45:13+00:00,2023-08-02T06:14:24+05:30,2023-08-02T19:15:13+05:30,46849,2026-03-04T01:54:29.800837+05:30
2023-08-03,19.076,72.8777,2023-08-03T00:44:44+00:00,2023-08-03T13:44:44+00:00,2023-08-03T06:14:44+05:30,2023-08-03T19:14:44+05:30,46800,2026-03-04T01:54:30.226268+05:30
2023-08-04,19.076,72.8777,2023-08-04T00:45:03+00:00,2023-08-04T13:44:14+00:00,2023-08-04T06:15:03+05:30,2023-08-04T19:14:14+05:30,46751,2026-03-04T01:54:30.630985+05:30
2023-08-05,19.076,72.8777,2023-08-05T00:45:22+00:00,2023-08-05T13:43:44+00:00,2023-08-05T06:15:22+05:30,2023-08-05T19:13:44+05:30,46702,2026-03-04T01:54:31.050828+05:30
2023-08-06,19.076,72.8777,2023-08-06T00:45:41+00:00,2023-08-06T13:43:12+00:00,2023-08-06T06:15:41+05:30,2023-08-06T19:13:12+05:30,46651,2026-03-04T01:54:31.460348+05:30
2023-08-07,19.076,72.8777,2023-08-07T00:46:00+00:00,2023-08-07T13:42:40+00:00,2023-08-07T06:16:00+05:30,2023-08-07T19:12:40+05:30,46600,2026-03-04T01:54:31.870889+05:30
2023-08-08,19.076,72.8777,2023-08-08T00:46:19+00:00,2023-08-08T13:42:06+00:00,2023-08-08T06:16:19+05:30,2023-08-08T19:12:06+05:30,46547,2026-03-04T01:54:32.285790+05:30
2023-08-09,19.076,72.8777,2023-08-09T00:46:37+00:00,2023-08-09T13:41:32+00:00,2023-08-09T06:16:37+05:30,2023-08-09T19:11:32+05:30,46495,2026-03-04T01:54:32.687521+05:30
2023-08-10,19.076,72.8777,2023-08-10T00:46:55+00:00,2023-08-10T13:40:57+00:00,2023-08-10T06:16:55+05:30,2023-08-10T19:10:57+05:30,46442,2026-03-04T01:54:33.112698+05:30
2023-08-11,19.076,72.8777,2023-08-11T00:47:12+00:00,2023-08-11T13:40:21+00:00,2023-08-11T06:17:12+05:30,2023-08-11T19:10:21+05:30,46389,2026-03-04T01:54:33.522067+05:30
2023-08-12,19.076,72.8777,2023-08-12T00:47:30+00:00,2023-08-12T13:39:44+00:00,2023-08-12T06:17:30+05:30,2023-08-12T19:09:44+05:30,46334,2026-03-04T01:54:33.928458+05:30
2023-08-13,19.076,72.8777,2023-08-13T00:47:47+00:00,2023-08-13T13:39:06+00:00,2023-08-13T06:17:47+05:30,2023-08-13T19:09:06+05:30,46279,2026-03-04T01:54:34.334385+05:30
2023-08-14,19.076,72.8777,2023-08-14T00:48:03+00:00,2023-08-14T13:38:28+00:00,2023-08-14T06:18:03+05:30,2023-08-14T19:08:28+05:30,46225,2026-03-04T01:54:34.742969+05:30
2023-08-15,19.076,72.8777,2023-08-15T00:48:20+00:00,2023-08-15T13:37:48+00:00,2023-08-15T06:18:20+05:30,2023-08-15T19:07:48+05:30,46168,2026-03-04T01:54:35.155719+05:30
2023-08-16,19.076,72.8777,2023-08-16T00:48:36+00:00,2023-08-16T13:37:08+00:00,2023-08-16T06:18:36+05:30,2023-08-16T19:07:08+05:30,46112,2026-03-04T01:54:35.562815+05:30
2023-08-17,19.076,72.8777,2023-08-17T00:48:52+00:00,2023-08-17T13:36:27+00:00,2023-08-17T06:18:52+05:30,2023-08-17T19:06:27+05:30,46055,2026-03-04T01:54:35.983384+05:30
2023-08-18,19.076,72.8777,2023-08-18T00:49:08+00:00,2023-08-18T13:35:46+00:00,2023-08-18T06:19:08+05:30,2023-08-18T19:05:46+05:30,45998,2026-03-04T01:54:36.388872+05:30
2023-08-19,19.076,72.8777,2023-08-19T00:49:23+00:00,2023-08-19T13:35:04+00:00,2023-08-19T06:19:23+05:30,2023-08-19T19:05:04+05:30,45941,2026-03-04T01:54:36.797787+05:30
2023-08-20,19.076,72.8777,2023-08-20T00:49:38+00:00,2023-08-20T13:34:21+00:00,2023-08-20T06:19:38+05:30,2023-08-20T19:04:21+05:30,45883,2026-03-04T01:54:37.208335+05:30
2023-08-21,19.076,72.8777,2023-08-21T00:49:53+00:00,2023-08-21T13:33:37+00:00,2023-08-21T06:19:53+05:30,2023-08-21T19:03:37+05:30,45824,2026-03-04T01:54:37.613044+05:30
2023-08-22,19.076,72.8777,2023-08-22T00:50:07+00:00,2023-08-22T13:32:53+00:00,2023-08-22T06:20:07+05:30,2023-08-22T19:02:53+05:30,45766,2026-03-04T01:54:38.022767+05:30
2023-08-23,19.076,72.8777,2023-08-23T00:50:21+00:00,2023-08-23T13:32:08+00:00,2023-08-23T06:20:21+05:30,2023-08-23T19:02:08+05:30,45707,2026-03-04T01:54:38.427221+05:30
2023-08-24,19.076,72.8777,2023-08-24T00:50:35+00:00,2023-08-24T13:31:22+00:00,2023-08-24T06:20:35+05:30,2023-08-24T19:01:22+05:30,45647,2026-03-04T01:54:38.831372+05:30
2023-08-25,19.076,72.8777,2023-08-25T00:50:49+00:00,2023-08-25T13:30:36+00:00,2023-08-25T06:20:49+05:30,2023-08-25T19:00:36+05:30,45587,2026-03-04T01:54:39.241311+05:30
2023-08-26,19.076,72.8777,2023-08-26T00:51:03+00:00,2023-08-26T13:29:49+00:00,2023-08-26T06:21:03+05:30,2023-08-26T18:59:49+05:30,45526,2026-03-04T01:54:39.650822+05:30
2023-08-27,19.076,72.8777,2023-08-27T00:51:16+00:00,2023-08-27T13:29:02+00:00,2023-08-27T06:21:16+05:30,2023-08-27T18:59:02+05:30,45466,2026-03-04T01:54:40.059647+05:30
2023-08-28,19.076,72.8777,2023-08-28T00:51:29+00:00,2023-08-28T13:28:14+00:00,2023-08-28T06:21:29+05:30,2023-08-28T18:58:14+05:30,45405,2026-03-04T01:54:40.462795+05:30
2023-08-29,19.076,72.8777,2023-08-29T00:51:42+00:00,2023-08-29T13:27:25+00:00,2023-08-29T06:21:42+05:30,2023-08-29T18:57:25+05:30,45343,2026-03-04T01:54:40.872896+05:30
2023-08-30,19.076,72.8777,2023-08-30T00:51:54+00:00,2023-08-30T13:26:36+00:00,2023-08-30T06:21:54+05:30,2023-08-30T18:56:36+05:30,45282,2026-03-04T01:54:41.283265+05:30
2023-08-31,19.076,72.8777,2023-08-31T00:52:06+00:00,2023-08-31T13:25:47+00:00,2023-08-31T06:22:06+05:30,2023-08-31T18:55:47+05:30,45221,2026-03-04T01:54:41.694846+05:30
2023-09-01,19.076,72.8777,2023-09-01T00:52:19+00:00,2023-09-01T13:24:57+00:00,2023-09-01T06:22:19+05:30,2023-09-01T18:54:57+05:30,45158,2026-03-04T01:54:42.100755+05:30
2023-09-02,19.076,72.8777,2023-09-02T00:52:31+00:00,2023-09-02T13:24:07+00:00,2023-09-02T06:22:31+05:30,2023-09-02T18:54:07+05:30,45096,2026-03-04T01:54:42.505130+05:30
2023-09-03,19.076,72.8777,2023-09-03T00:52:42+00:00,2023-09-03T13:23:17+00:00,2023-09-03T06:22:42+05:30,2023-09-03T18:53:17+05:30,45035,2026-03-04T01:54:42.912478+05:30
2023-09-04,19.076,72.8777,2023-09-04T00:52:54+00:00,2023-09-04T13:22:26+00:00,2023-09-04T06:22:54+05:30,2023-09-04T18:52:26+05:30,44972,2026-03-04T01:54:43.330256+05:30
2023-09-05,19.076,72.8777,2023-09-05T00:53:05+00:00,2023-09-05T13:21:34+00:00,2023-09-05T06:23:05+05:30,2023-09-05T18:51:34+05:30,44909,2026-03-04T01:54:43.734577+05:30
2023-09-06,19.076,72.8777,2023-09-06T00:53:17+00:00,2023-09-06T13:20:43+00:00,2023-09-06T06:23:17+05:30,2023-09-06T18:50:43+05:30,44846,2026-03-04T01:54:44.142772+05:30
2023-09-07,19.076,72.8777,2023-09-07T00:53:28+00:00,2023-09-07T13:19:51+00:00,2023-09-07T06:23:28+05:30,2023-09-07T18:49:51+05:30,44783,2026-03-04T01:54:44.548503+05:30
2023-09-08,19.076,72.8777,2023-09-08T00:53:39+00:00,2023-09-08T13:18:59+00:00,2023-09-08T06:23:39+05:30,2023-09-08T18:48:59+05:30,44720,2026-03-04T01:54:44.952497+05:30
2023-09-09,19.076,72.8777,2023-09-09T00:53:50+00:00,2023-09-09T13:18:06+00:00,2023-09-09T06:23:50+05:30,2023-09-09T18:48:06+05:30,44656,2026-03-04T01:54:45.356860+05:30
2023-09-10,19.076,72.8777,2023-09-10T00:54:01+00:00,2023-09-10T13:17:13+00:00,2023-09-10T06:24:01+05:30,2023-09-10T18:47:13+05:30,44592,2026-03-04T01:54:45.765597+05:30
2023-09-11,19.076,72.8777,2023-09-11T00:54:12+00:00,2023-09-11T13:16:21+00:00,2023-09-11T06:24:12+05:30,2023-09-11T18:46:21+05:30,44529,2026-03-04T01:54:46.177289+05:30
2023-09-12,19.076,72.8777,2023-09-12T00:54:23+00:00,2023-09-12T13:15:27+00:00,2023-09-12T06:24:23+05:30,2023-09-12T18:45:27+05:30,44464,2026-03-04T01:54:46.580641+05:30
2023-09-13,19.076,72.8777,2023-09-13T00:54:33+00:00,2023-09-13T13:14:34+00:00,2023-09-13T06:24:33+05:30,2023-09-13T18:44:34+05:30,44401,2026-03-04T01:54:46.986974+05:30
2023-09-14,19.076,72.8777,2023-09-14T00:54:44+00:00,2023-09-14T13:13:41+00:00,2023-09-14T06:24:44+05:30,2023-09-14T18:43:41+05:30,44337,2026-03-04T01:54:47.392689+05:30
2023-09-15,19.076,72.8777,2023-09-15T00:54:55+00:00,2023-09-15T13:12:47+00:00,2023-09-15T06:24:55+05:30,2023-09-15T18:42:47+05:30,44272,2026-03-04T01:54:47.801569+05:30
2023-09-16,19.076,72.8777,2023-09-16T00:55:06+00:00,2023-09-16T13:11:54+00:00,2023-09-16T06:25:06+05:30,2023-09-16T18:41:54+05:30,44208,2026-03-04T01:54:48.211545+05:30
2023-09-17,19.076,72.8777,2023-09-17T00:55:16+00:00,2023-09-17T13:11:00+00:00,2023-09-17T06:25:16+05:30,2023-09-17T18:41:00+05:30,44144,2026-03-04T01:54:48.632495+05:30
2023-09-18,19.076,72.8777,2023-09-18T00:55:27+00:00,2023-09-18T13:10:07+00:00,2023-09-18T06:25:27+05:30,2023-09-18T18:40:07+05:30,44080,2026-03-04T01:54:49.050084+05:30
2023-09-19,19.076,72.8777,2023-09-19T00:55:38+00:00,2023-09-19T13:09:13+00:00,2023-09-19T06:25:38+05:30,2023-09-19T18:39:13+05:30,44015,2026-03-04T01:54:49.508687+05:30
2023-09-20,19.076,72.8777,2023-09-20T00:55:49+00:00,2023-09-20T13:08:19+00:00,2023-09-20T06:25:49+05:30,2023-09-20T18:38:19+05:30,43950,2026-03-04T01:54:49.965382+05:30
2023-09-21,19.076,72.8777,2023-09-21T00:56:00+00:00,2023-09-21T13:07:26+00:00,2023-09-21T06:26:00+05:30,2023-09-21T18:37:26+05:30,43886,2026-03-04T01:54:50.385557+05:30
2023-09-22,19.076,72.8777,2023-09-22T00:56:11+00:00,2023-09-22T13:06:32+00:00,2023-09-22T06:26:11+05:30,2023-09-22T18:36:32+05:30,43821,2026-03-04T01:54:50.790853+05:30
2023-09-23,19.076,72.8777,2023-09-23T00:56:22+00:00,2023-09-23T13:05:39+00:00,2023-09-23T06:26:22+05:30,2023-09-23T18:35:39+05:30,43757,2026-03-04T01:54:51.204414+05:30
2023-09-24,19.076,72.8777,2023-09-24T00:56:33+00:00,2023-09-24T13:04:45+00:00,2023-09-24T06:26:33+05:30,2023-09-24T18:34:45+05:30,43692,2026-03-04T01:54:51.618906+05:30
2023-09-25,19.076,72.8777,2023-09-25T00:56:44+00:00,2023-09-25T13:03:52+00:00,2023-09-25T06:26:44+05:30,2023-09-25T18:33:52+05:30,43628,2026-03-04T01:54:52.402856+05:30
2023-09-26,19.076,72.8777,2023-09-26T00:56:56+00:00,2023-09-26T13:02:59+00:00,2023-09-26T06:26:56+05:30,2023-09-26T18:32:59+05:30,43563,2026-03-04T01:54:52.810234+05:30
2023-09-27,19.076,72.8777,2023-09-27T00:57:08+00:00,2023-09-27T13:02:06+00:00,2023-09-27T06:27:08+05:30,2023-09-27T18:32:06+05:30,43498,2026-03-04T01:54:53.221194+05:30
2023-09-28,19.076,72.8777,2023-09-28T00:57:20+00:00,2023-09-28T13:01:14+00:00,2023-09-28T06:27:20+05:30,2023-09-28T18:31:14+05:30,43434,2026-03-04T01:54:53.648404+05:30
2023-09-29,19.076,72.8777,2023-09-29T00:57:32+00:00,2023-09-29T13:00:21+00:00,2023-09-29T06:27:32+05:30,2023-09-29T18:30:21+05:30,43369,2026-03-04T01:54:54.055656+05:30
2023-09-30,19.076,72.8777,2023-09-30T00:57:44+00:00,2023-09-30T12:59:29+00:00,2023-09-30T06:27:44+05:30,2023-09-30T18:29:29+05:30,43305,2026-03-04T01:54:54.467811+05:30
2023-10-01,19.076,72.8777,2023-10-01T00:57:57+00:00,2023-10-01T12:58:38+00:00,2023-10-01T06:27:57+05:30,2023-10-01T18:28:38+05:30,43241,2026-03-04T01:54:54.872804+05:30
2023-10-02,19.076,72.8777,2023-10-02T00:58:09+00:00,2023-10-02T12:57:46+00:00,2023-10-02T06:28:09+05:30,2023-10-02T18:27:46+05:30,43177,2026-03-04T01:54:55.284953+05:30
2023-10-03,19.076,72.8777,2023-10-03T00:58:23+00:00,2023-10-03T12:56:55+00:00,2023-10-03T06:28:23+05:30,2023-10-03T18:26:55+05:30,43112,2026-03-04T01:54:55.694500+05:30
2023-10-04,19.076,72.8777,2023-10-04T00:58:36+00:00,2023-10-04T12:56:04+00:00,2023-10-04T06:28:36+05:30,2023-10-04T18:26:04+05:30,43048,2026-03-04T01:54:56.103936+05:30
2023-10-05,19.076,72.8777,2023-10-05T00:58:50+00:00,2023-10-05T12:55:14+00:00,2023-10-05T06:28:50+05:30,2023-10-05T18:25:14+05:30,42984,2026-03-04T01:54:56.518153+05:30
2023-10-06,19.076,72.8777,2023-10-06T00:59:04+00:00,2023-10-06T12:54:24+00:00,2023-10-06T06:29:04+05:30,2023-10-06T18:24:24+05:30,42920,2026-03-04T01:54:56.925445+05:30
2023-10-07,19.076,72.8777,2023-10-07T00:59:18+00:00,2023-10-07T12:53:34+00:00,2023-10-07T06:29:18+05:30,2023-10-07T18:23:34+05:30,42856,2026-03-04T01:54:57.341434+05:30
